Objects
100
,,Global Angle 111:111,,,,,,Global Angle 222:222,,,,,,Global Angle SIngleMarker:SIngleMarker,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
2727,0,-1.516,-1.64982,0.879623,-287.931,203.946,760.989,0.317212,0.801167,-1.01479,-275.325,107.331,828.194,0.232483,1.4761,0.934756,-230.794,212.922,751.788
2728,0,-1.52739,-1.71419,0.876519,-288.474,203.929,760.242,0.293491,0.804626,-1.01207,-275.233,107.345,827.687,0.227909,1.49112,0.935693,-232.252,212.894,750.09
2729,0,-1.49912,-1.6407,0.916687,-290.382,203.357,759.205,0.284551,0.813349,-1.01381,-275.178,107.454,827.135,0.2268,1.51213,0.935621,-233.506,212.841,748.393
2730,0,-1.47525,-1.61406,0.958361,-291.937,202.793,758.268,0.274997,0.82389,-1.01495,-275.056,107.521,826.599,0.22274,1.53398,0.936438,-234.977,212.591,746.694
2731,0,-1.44966,-1.56986,0.958756,-293.263,202.589,757.476,0.26586,0.832418,-1.01455,-274.954,107.558,826.134,0.224724,1.54937,0.932693,-236.388,212.309,745.145
2732,0,-1.42104,-1.57605,0.982047,-294.777,201.949,756.497,0.256589,0.836565,-1.01445,-274.907,107.603,825.787,0.222097,1.56467,0.930358,-237.686,211.981,743.76
2733,0,-1.41602,-1.58038,0.992397,-295.593,201.494,755.777,0.248363,0.838858,-1.01526,-274.897,107.638,825.526,0.216064,1.57685,0.927331,-238.668,211.628,742.524
2734,0,-1.46636,-1.69416,0.975606,-294.722,201.032,755.407,0.235856,0.838319,-1.01359,-274.829,107.612,825.372,0.210281,1.58578,0.923126,-239.378,211.093,741.451
2735,0,-1.47115,-1.68761,0.984267,-294.931,200.443,754.594,0.228471,0.837528,-1.01765,-274.859,107.576,825.325,0.206658,1.59217,0.915195,-239.77,210.34,740.409
2736,0,-1.47947,-1.67447,0.987492,-294.899,199.782,753.96,0.220602,0.834999,-1.02432,-274.907,107.525,825.436,0.204405,1.60155,0.902178,-239.84,209.312,739.379
2737,0,-1.48788,-1.66407,0.994345,-294.722,198.979,753.255,0.211158,0.830449,-1.03294,-274.942,107.456,825.692,0.203586,1.60344,0.886498,-239.823,207.858,738.316
2738,0,-1.48875,-1.59371,1.01287,-294.964,197.822,752.224,0.200304,0.82408,-1.04174,-274.996,107.392,826.045,0.199798,1.61611,0.868151,-239.616,206.283,737.089
2739,0,-1.47955,-1.59572,1.02765,-294.635,196.441,750.879,0.187679,0.814142,-1.05054,-275.039,107.348,826.497,0.190235,1.62432,0.848817,-239.365,204.528,735.826
2740,0,-1.52185,-1.63386,1.03672,-294.011,195.271,750.084,0.17418,0.801398,-1.05958,-275.09,107.33,826.978,0.178492,1.64008,0.827334,-238.971,202.778,734.517
2741,0,-1.53829,-1.63217,1.05423,-293.781,193.891,748.915,0.162053,0.789265,-1.06806,-275.137,107.265,827.389,0.165703,1.64671,0.809167,-238.647,200.909,733.279
2742,0,-1.55218,-1.62872,1.07298,-293.444,192.51,747.829,0.152071,0.77771,-1.07708,-275.19,107.096,827.719,0.154789,1.65074,0.791517,-238.18,199.101,732.173
2743,0,-1.57098,-1.6171,1.07939,-293.003,191.244,746.856,0.143891,0.768976,-1.08615,-275.221,106.839,827.914,0.146497,1.65495,0.775694,-237.712,197.309,731.139
2744,0,-1.58004,-1.60616,1.08387,-292.497,189.971,745.945,0.136448,0.76223,-1.09577,-275.222,106.489,827.982,0.143541,1.66048,0.759152,-237.215,195.538,730.108
2745,0,-1.58921,-1.59198,1.08959,-291.954,188.733,745.018,0.129847,0.757981,-1.10541,-275.227,106.074,827.941,0.142877,1.66784,0.74344,-236.692,193.735,729.02
2746,0,-1.59925,-1.57389,1.09293,-291.47,187.502,744.131,0.122181,0.754114,-1.11559,-275.198,105.623,827.876,0.14392,1.67402,0.72563,-236.29,191.863,727.879
2747,0,-1.60372,-1.53284,1.10056,-291.237,186.033,743.031,0.112979,0.750601,-1.12595,-275.154,105.147,827.783,0.143949,1.68169,0.708422,-235.982,189.937,726.628
2748,0,-1.61137,-1.5287,1.10183,-290.942,184.7,741.985,0.102477,0.747319,-1.13569,-275.106,104.708,827.678,0.141788,1.69148,0.691045,-235.832,187.907,725.245
2749,0,-1.62149,-1.5182,1.11287,-290.848,183.143,740.826,0.0904706,0.741083,-1.14527,-275.064,104.352,827.575,0.136609,1.69932,0.672005,-235.745,185.742,723.732
2750,0,-1.6494,-1.49128,1.12513,-290.748,181.304,739.426,0.0726691,0.731782,-1.15349,-275.042,104.136,827.435,0.124612,1.71383,0.657593,-235.79,183.38,722.058
2751,0,-1.6519,-1.50484,1.15199,-290.589,179.352,737.652,0.0571588,0.718529,-1.16298,-275.075,103.975,827.351,0.104527,1.72207,0.638081,-235.357,181.019,720.472
2752,0,-1.65408,-1.50084,1.16832,-290.111,177.087,735.966,0.0409977,0.702768,-1.17363,-275.139,103.904,827.265,0.0971216,1.72227,0.619439,-234.906,178.421,718.61
2753,0,-1.69542,-1.47269,1.15588,-289.55,175.153,734.095,0.0251766,0.685381,-1.18572,-275.218,103.861,827.168,0.0878532,1.72882,0.583567,-234.36,175.37,716.972
2754,0,-1.70423,-1.45922,1.18868,-288.762,172.944,732.495,0.0112072,0.667492,-1.20009,-275.316,103.784,827.058,0.0749042,1.73196,0.55544,-233.445,172.33,715.409
2755,0,-1.72995,-1.44029,1.20022,-287.862,170.845,730.862,-0.00287969,0.650564,-1.21666,-275.408,103.635,826.998,0.0695063,1.71821,0.524222,-232.693,168.888,713.995
2756,0,-1.75476,-1.41317,1.20122,-286.669,168.738,729.294,-0.0152322,0.635227,-1.23485,-275.487,103.402,826.966,0.0650223,1.72151,0.491787,-231.632,165.506,712.67
2757,0,-1.81408,-1.36188,1.20539,-285.441,167.031,727.546,-0.0249926,0.619099,-1.25468,-275.527,103.212,826.937,0.0634527,1.72397,0.45824,-230.467,161.938,711.432
2758,0,-1.81287,-1.3609,1.19719,-284.228,163.915,726.742,-0.0393524,0.601058,-1.27333,-275.588,103.034,827.035,0.0588087,1.72362,0.423035,-229.25,158.233,710.326
2759,0,-1.84672,-1.33963,1.20707,-283.06,161.328,725.578,-0.0548893,0.58049,-1.29146,-275.698,102.905,827.257,0.0519153,1.72369,0.387627,-227.963,154.379,709.384
2760,0,-1.87256,-1.32387,1.22408,-281.627,158.307,724.08,-0.070385,0.555966,-1.31294,-276.017,102.926,827.647,0.0401526,1.72158,0.351797,-226.544,150.425,708.667
2761,0,-1.91829,-1.29628,1.22872,-280.245,155.589,722.851,-0.0890079,0.527733,-1.33004,-276.06,103.145,828.007,0.0144128,1.70543,0.323692,-225.142,146.058,708.108
2762,0,-1.94596,-1.29195,1.24474,-278.585,152.449,721.702,-0.102769,0.498605,-1.34769,-276.211,103.256,828.421,-0.00927334,1.7044,0.290434,-223.865,141.913,707.796
2763,0,-1.99576,-1.27464,1.24586,-277.088,149.606,720.719,-0.114592,0.469428,-1.36459,-276.368,103.295,828.871,-0.0231339,1.69693,0.259492,-222.172,138.112,707.895
2764,0,-2.00787,-1.26267,1.26401,-275.259,146.975,720.342,-0.118917,0.438439,-1.38066,-276.387,103.184,829.423,-0.0364693,1.68563,0.231698,-220.419,134.667,708.313
2765,0,-2.07251,-1.2436,1.22355,-273.819,144.507,720.126,-0.124215,0.414629,-1.39295,-276.462,102.99,829.888,-0.0471955,1.67489,0.209224,-218.661,131.691,708.974
2766,0,-2.09464,-1.2383,1.22406,-272.189,142.578,720.118,-0.127393,0.394758,-1.40437,-276.521,102.604,830.414,-0.0555001,1.66162,0.191257,-216.94,129.143,709.913
2767,0,-2.11973,-1.22654,1.22755,-270.467,141.168,720.159,-0.135801,0.376682,-1.41337,-276.53,102.026,831.032,-0.057882,1.64957,0.178549,-215.307,127.085,710.97
2768,0,-2.11704,-1.21769,1.22513,-268.652,139.927,720.749,-0.129188,0.365206,-1.42422,-276.55,101.384,831.625,-0.0541878,1.63812,0.166225,-213.652,125.327,712.201
2769,0,-2.13518,-1.20582,1.20686,-266.891,138.926,721.492,-0.120156,0.356407,-1.43459,-276.567,100.708,832.293,-0.0456772,1.62769,0.155843,-212.03,123.812,713.537
2770,0,-2.15072,-1.18369,1.19396,-265.086,138.188,722.456,-0.110658,0.345098,-1.44452,-276.621,100.098,833.021,-0.040546,1.61583,0.145576,-210.317,122.276,715.062
2771,0,-2.16893,-1.17456,1.17308,-263.211,137.289,723.359,-0.0985899,0.331658,-1.45582,-276.67,99.5485,833.85,-0.0324207,1.60229,0.133416,-208.565,120.827,716.729
2772,0,-2.18384,-1.18197,1.15199,-261.213,136.117,724.15,-0.091513,0.314278,-1.46373,-276.856,99.2426,834.678,-0.0283305,1.58574,0.1201,-206.658,119.36,718.607
2773,0,-2.20472,-1.1833,1.13705,-259.236,134.949,725.048,-0.0835646,0.292844,-1.46936,-277.076,99.0411,835.673,-0.029442,1.56748,0.108549,-204.668,117.894,720.654
2774,0,-2.22584,-1.18351,1.1222,-257.227,133.726,726.04,-0.0766172,0.271585,-1.47651,-277.387,99.0196,836.56,-0.0337829,1.54914,0.0972546,-202.761,116.447,722.859
2775,0,-2.24837,-1.1842,1.10701,-255.26,132.575,727.074,-0.0689204,0.250348,-1.48334,-277.708,99.037,837.508,-0.0402783,1.53084,0.0876518,-200.903,115.116,725.118
2776,0,-2.24799,-1.17114,1.07166,-253.413,131.633,727.945,-0.0611729,0.230741,-1.49028,-278.031,99.086,838.473,-0.044674,1.5137,0.0777543,-199.169,113.884,727.364
2777,0,-2.26448,-1.17306,1.05726,-251.757,130.816,729.063,-0.0537342,0.210057,-1.49682,-278.333,99.1917,839.503,-0.0469595,1.49903,0.066815,-197.618,112.766,729.548
2778,0,-2.27917,-1.1743,1.04195,-250.206,130.151,730.192,-0.0453341,0.193209,-1.50294,-278.619,99.2721,840.453,-0.0459082,1.48605,0.0568923,-196.236,111.795,731.641
2779,0,-2.30621,-1.13662,1.06258,-248.99,129.924,731.848,-0.0373183,0.178546,-1.50745,-278.874,99.365,841.341,-0.0459864,1.4719,0.0483949,-194.955,111.08,733.667
2780,0,-2.32183,-1.13452,1.05246,-247.639,129.677,733.016,-0.0296423,0.166289,-1.51004,-279.161,99.427,842.191,-0.045556,1.45833,0.0437583,-193.661,110.671,735.675
2781,0,-2.3347,-1.14028,1.04088,-246.28,129.564,734.179,-0.0182365,0.152473,-1.51334,-279.475,99.5211,842.868,-0.0458903,1.44325,0.0414391,-192.343,110.514,737.701
2782,0,-2.34706,-1.14627,1.02724,-244.827,129.625,735.426,-0.00133944,0.142316,-1.51372,-279.783,99.511,843.516,-0.0409315,1.42108,0.0370946,-190.815,110.53,739.878
2783,0,-2.35938,-1.14978,1.00688,-243.215,129.807,736.722,0.0105808,0.130025,-1.51634,-280.197,99.5526,844.167,-0.0353308,1.40412,0.0340595,-189.322,110.482,742.116
2784,0,-2.37508,-1.1509,0.9801,-241.541,129.991,738.102,0.0229657,0.117187,-1.51866,-280.662,99.6205,844.773,-0.0283787,1.38429,0.0295444,-187.782,110.433,744.471
2785,0,-2.41012,-1.15089,0.959986,-239.434,130.001,739.72,0.0354686,0.102459,-1.52085,-281.169,99.7391,845.333,-0.0247467,1.36319,0.0278378,-186.321,110.425,746.898
2786,0,-2.42705,-1.15688,0.925734,-237.829,130.11,741.096,0.0575872,0.0887063,-1.525,-281.727,99.9153,845.808,-0.0220777,1.34517,0.0278812,-184.872,110.517,749.375
2787,0,-2.44178,-1.16534,0.905418,-236.409,130.32,742.571,0.0757175,0.0768057,-1.52566,-282.231,100.002,846.377,-0.022268,1.32433,0.029694,-183.549,110.703,751.816
2788,0,-2.45647,-1.16974,0.904512,-234.881,130.473,743.881,0.0895312,0.0675154,-1.52536,-282.682,99.9625,847.002,-0.0192809,1.30615,0.0321427,-182.213,111.201,754.279
2789,0,-2.46411,-1.18075,0.885911,-233.639,131.008,745.448,0.109073,0.0612524,-1.52352,-283.073,99.8416,847.528,-0.0176182,1.28752,0.0399921,-181.028,111.936,756.661
2790,0,-2.46411,-1.19262,0.878059,-232.403,131.945,747.125,0.131226,0.0586561,-1.51984,-283.407,99.5885,847.97,-0.0138127,1.26946,0.0527861,-179.96,113.045,759.004
2791,0,-2.46868,-1.20827,0.840887,-231.335,133.24,748.789,0.158293,0.0635316,-1.51512,-283.692,99.2106,848.388,-0.010459,1.24947,0.0702825,-178.965,114.52,761.31
2792,0,-2.47761,-1.18294,0.814772,-230.602,135.005,750.439,0.186721,0.0707878,-1.51046,-283.928,98.6231,848.654,-1.32072e-05,1.2327,0.0913888,-177.951,116.329,763.602
2793,0,-2.47269,-1.19209,0.776851,-229.698,137.032,752.418,0.218713,0.082336,-1.50637,-284.129,97.8819,848.844,0.0176111,1.21613,0.113657,-177.035,118.296,765.852
2794,0,-2.45438,-1.20422,0.733474,-228.823,139.325,754.473,0.256835,0.0975002,-1.50253,-284.348,97.0295,848.945,0.0437411,1.20288,0.13692,-176.077,120.432,768.183
2795,0,-2.41321,-1.20719,0.67278,-227.997,141.578,756.313,0.290586,0.116675,-1.4982,-284.531,96.0093,849.039,0.0715118,1.18759,0.162611,-175.396,122.498,770.428
2796,0,-2.33587,-1.209,0.597923,-227.262,143.726,758.521,0.32375,0.140298,-1.49432,-284.792,95.0752,849.092,0.10238,1.1738,0.186902,-174.773,124.495,772.673
2797,0,-2.36192,-1.23079,0.581215,-226.554,146.372,761.521,0.351281,0.163194,-1.49166,-284.941,94.0741,849.114,0.13425,1.16434,0.211459,-174.256,126.211,774.782
2798,0,-2.32844,-1.21712,0.530319,-226.162,148.55,763.845,0.383952,0.184059,-1.49018,-285.084,93.1603,849.155,0.164612,1.15018,0.231108,-173.946,127.707,776.709
2799,0,-2.29659,-1.24573,0.499346,-225.539,150.361,765.998,0.415064,0.203209,-1.48954,-285.209,92.3324,849.169,0.197188,1.14468,0.251619,-173.63,129.064,778.496
2800,0,-2.25221,-1.18514,0.452741,-225.899,152.269,767.668,0.461188,0.220852,-1.48907,-285.371,91.6584,848.994,0.227393,1.13265,0.268145,-173.474,130.378,780.142
2801,0,-2.24103,-1.20368,0.429513,-225.545,154.101,770.005,0.489095,0.236735,-1.48562,-285.397,90.9369,848.932,0.253751,1.12545,0.287082,-173.365,131.813,781.655
2802,0,-2.22168,-1.21771,0.405828,-225.506,155.697,771.762,0.510535,0.262839,-1.47498,-285.403,90.3705,848.664,0.275843,1.11554,0.302075,-173.269,133.322,783.012
2803,0,-2.41159,1.80694,1.00119,-224.212,148.125,771.207,0.530207,0.279148,-1.46482,-285.295,89.7816,848.584,0.290949,1.11851,0.328917,-173.379,135.165,784.173
2804,0,-2.41061,1.79954,0.994827,-224.851,149.854,772.561,0.54485,0.294163,-1.45218,-285.11,89.3048,848.454,0.30081,1.11483,0.350402,-173.693,137.104,785.024
2805,0,-2.41392,1.78012,1.00138,-225.599,151.387,773.375,0.552886,0.308043,-1.43926,-284.837,88.9526,848.284,0.306961,1.11341,0.370106,-174.151,139.11,785.516
2806,0,-2.42109,1.76508,1.01389,-226.513,152.769,773.77,0.556676,0.322631,-1.42602,-284.568,88.7804,848.145,0.308653,1.11761,0.388633,-174.801,141.083,785.522
2807,0,-2.43284,1.75587,1.02688,-227.592,153.965,773.791,0.555785,0.336597,-1.41685,-284.322,88.8133,848.025,0.307106,1.12424,0.403916,-175.647,142.87,784.991
2808,0,-2.43785,1.74885,1.0569,-228.807,154.852,773.255,0.548505,0.35023,-1.41244,-284.129,89.1032,847.961,0.303409,1.13378,0.411666,-176.575,144.182,783.89
2809,0,-2.44696,1.76157,1.06732,-229.962,155.398,772.603,0.535193,0.3612,-1.41396,-284.117,89.561,847.924,0.300248,1.14894,0.413424,-177.564,144.98,782.224
2810,0,-2.44146,1.76743,1.10919,-231.286,155.628,771.246,0.51667,0.369386,-1.41734,-284.027,90.2287,847.958,0.298744,1.16739,0.408366,-178.612,145.344,780.107
2811,0,-2.45494,1.79388,1.10526,-232.558,155.548,769.928,0.491333,0.372692,-1.41969,-283.758,91.0826,848.074,0.292667,1.18903,0.400748,-179.771,145.426,777.708
2812,0,-2.14287,-1.30728,0.517935,-234.719,163.614,769.616,0.4617,0.368835,-1.4202,-283.642,92.0029,848.174,0.279364,1.2106,0.389977,-181.025,145.436,775.193
2813,0,-2.15525,-1.30377,0.559375,-236.411,162.802,766.999,0.428348,0.359977,-1.41754,-283.491,92.9909,848.267,0.255254,1.22803,0.37787,-182.316,145.531,772.721
2814,0,-2.15817,-1.31988,0.611634,-237.788,162.09,764.484,0.397651,0.349104,-1.41488,-283.391,93.9652,848.264,0.22516,1.24245,0.365289,-183.503,145.507,770.346
2815,0,-2.1811,-1.34741,0.667838,-238.938,160.795,761.997,0.36667,0.337011,-1.41672,-283.399,94.9552,848.227,0.193554,1.2551,0.35104,-184.521,144.908,767.971
2816,0,-2.19744,-1.3461,0.712816,-239.802,159.179,759.684,0.341456,0.323002,-1.42648,-283.426,95.8582,848.291,0.168783,1.26577,0.33155,-185.35,143.466,765.489
2817,0,-2.21616,-1.32421,0.739353,-240.357,157.38,757.587,0.312155,0.306805,-1.43972,-283.396,96.6685,848.361,0.157999,1.28231,0.306095,-186.053,141.322,762.959
2818,0,-0.164189,0.79229,-0.964734,-242.337,147.998,752.684,0.264321,0.287733,-1.45233,-283.298,97.2796,848.736,0.150242,1.30265,0.280108,-186.777,138.994,760.513
2819,0,-0.218748,0.759476,-0.998134,-243.182,146.172,751.468,0.238897,0.279157,-1.4609,-283.125,97.8836,848.685,0.138496,1.31945,0.255177,-187.54,136.827,758.255
2820,0,-0.273373,0.737768,-1.014,-244.226,144.573,750.913,0.216832,0.271634,-1.46668,-282.848,98.1826,848.588,0.123609,1.3349,0.237638,-188.301,135.06,756.281
2821,0,-2.24852,-1.22237,0.864943,-243.628,150.66,750.887,0.199145,0.268665,-1.46897,-282.539,98.145,848.418,0.110157,1.34803,0.227306,-188.964,133.722,754.63
2822,0,-2.24866,-1.22007,0.895309,-244.236,149.501,749.935,0.187088,0.26952,-1.46995,-282.206,97.8151,848.188,0.101967,1.35755,0.221826,-189.496,132.742,753.315
2823,0,-2.25057,-1.22545,0.889362,-244.689,148.635,749.184,0.179795,0.272366,-1.47024,-281.883,97.2154,847.93,0.100055,1.36405,0.219759,-189.806,131.946,752.359
2824,0,-2.24447,-1.21622,0.884873,-244.736,148.028,748.826,0.176691,0.276359,-1.47119,-281.61,96.4562,847.668,0.102131,1.36783,0.219667,-189.953,131.273,751.682
2825,0,-2.24095,-1.20708,0.87789,-244.623,147.504,748.702,0.175712,0.281595,-1.47387,-281.376,95.6229,847.49,0.106921,1.37173,0.219186,-189.989,130.511,751.245
2826,0,-2.22705,-1.20504,0.866639,-244.573,146.533,748.743,0.175203,0.284979,-1.47774,-281.183,94.8328,847.449,0.112797,1.37484,0.216913,-190.007,129.487,750.947
2827,0,-2.23536,-1.18141,0.873613,-244.397,145.811,748.766,0.171715,0.285748,-1.48324,-281.008,94.1883,847.602,0.118901,1.37901,0.20967,-190.029,128.171,750.704
2828,0,-2.22698,-1.17717,0.871953,-244.381,144.457,748.795,0.1661,0.283773,-1.48856,-280.853,93.7129,847.936,0.118859,1.38432,0.201069,-190.138,126.707,750.482
2829,0,-2.22976,-1.17367,0.879131,-244.485,143.155,748.692,0.157937,0.278913,-1.4927,-280.707,93.4033,848.432,0.115029,1.39068,0.191269,-190.284,125.201,750.333
2830,0,-2.23621,-1.16937,0.890875,-244.577,141.886,748.665,0.149191,0.272757,-1.49532,-280.553,93.2386,848.989,0.106908,1.39582,0.181979,-190.392,123.902,750.313
2831,0,-2.2405,-1.17233,0.906707,-244.58,140.797,748.641,0.141399,0.265943,-1.49699,-280.413,93.1937,849.539,0.0984727,1.39757,0.173815,-190.373,122.857,750.464
2832,0,-2.25157,-1.17807,0.921057,-244.535,139.968,748.715,0.136357,0.259752,-1.49805,-280.267,93.2662,850.071,0.091835,1.39891,0.168265,-190.186,122.116,750.79
2833,0,-2.25638,-1.17173,0.915997,-244.19,139.658,749.124,0.132886,0.254866,-1.49735,-280.097,93.4413,850.586,0.0860188,1.39822,0.165053,-189.899,121.817,751.293
2834,0,-2.25805,-1.17096,0.909925,-243.877,139.739,749.615,0.131191,0.252192,-1.49563,-279.921,93.7032,851.143,0.0821545,1.39718,0.165562,-189.611,121.955,751.914
2835,0,-2.26087,-1.17219,0.909193,-243.685,140.119,750.232,0.130397,0.251377,-1.49325,-279.722,94.0776,851.794,0.0781056,1.39615,0.166873,-189.379,122.449,752.58
2836,0,-2.25916,-1.21574,0.9139,-243.254,140.844,750.966,0.130215,0.251941,-1.4904,-279.478,94.5798,852.529,0.0757292,1.39522,0.16886,-189.18,123.177,753.352
2837,0,-2.27073,-1.17649,0.921094,-243.434,141.725,751.68,0.129905,0.252731,-1.48836,-279.229,95.2725,853.375,0.0738599,1.39547,0.172484,-189.028,124.139,754.166
2838,0,-2.27157,-1.17533,0.923167,-243.287,142.717,752.594,0.128677,0.253268,-1.48602,-278.981,96.1666,854.314,0.0710256,1.39601,0.175076,-188.839,125.294,755.038
2839,0,-2.25651,-1.22578,0.920202,-242.895,143.779,753.743,0.128161,0.253183,-1.48342,-278.736,97.2812,855.318,0.0689018,1.39605,0.177523,-188.648,126.583,756.049
2840,0,-2.25616,-1.23061,0.920657,-242.719,145.169,754.798,0.128089,0.251053,-1.48001,-278.504,98.6506,856.355,0.0658315,1.39405,0.179372,-188.412,128.175,757.196
2841,0,-2.25815,-1.23453,0.921998,-242.471,146.789,755.895,0.128768,0.247935,-1.47573,-278.348,100.279,857.427,0.0601976,1.39277,0.183054,-188.11,129.979,758.469
2842,0,-2.27512,-1.19848,0.927893,-242.469,148.719,756.918,0.129447,0.243531,-1.47053,-278.214,102.135,858.55,0.0531019,1.38859,0.186092,-187.762,132.126,759.864
2843,0,-2.27728,-1.20751,0.927465,-242.259,150.785,758.099,0.129558,0.239374,-1.46393,-278.113,104.216,859.671,0.0446204,1.38504,0.190658,-187.399,134.578,761.31
2844,0,-2.27701,-1.22112,0.930493,-242.097,153.113,759.26,0.129636,0.235333,-1.45643,-278.05,106.524,860.807,0.0367031,1.38185,0.19704,-187.114,137.347,762.738
2845,0,-2.27765,-1.23168,0.932186,-242.059,155.735,760.4,0.128686,0.233095,-1.44853,-277.931,108.953,861.908,0.0274674,1.37912,0.203673,-186.923,140.378,764.055
2846,0,-2.2687,-1.28477,0.970363,-241.99,158.688,761.171,0.127816,0.230406,-1.44071,-277.85,111.572,862.999,0.0185988,1.37682,0.209777,-186.896,143.661,765.303
2847,0,-2.26607,-1.2738,0.974334,-242.506,161.508,762.13,0.123355,0.228721,-1.43089,-277.8,114.353,864.09,0.0110634,1.37556,0.215856,-187.031,147.124,766.441
2848,0,-2.26569,-1.3181,0.973218,-242.706,164.635,763.052,0.121688,0.227371,-1.42237,-277.83,117.324,865.088,0.00105824,1.37539,0.22442,-187.318,150.71,767.456
2849,0,-2.26591,-1.31557,0.965909,-243.492,167.807,763.804,0.119865,0.226454,-1.41429,-277.918,120.436,866.04,-0.0055908,1.37515,0.231368,-187.584,154.484,768.451
2850,0,-2.25557,-1.31952,0.938815,-243.556,171.899,764.775,0.11814,0.226486,-1.40611,-278.047,123.681,866.926,-0.0136761,1.37525,0.23836,-187.919,158.439,769.342
2851,0,-2.23985,-1.34816,0.937322,-244.019,175.773,765.467,0.115782,0.223205,-1.39751,-278.292,127.086,867.689,-0.0198363,1.3736,0.24544,-188.338,162.571,770.15
2852,0,-2.23619,-1.35197,0.930604,-244.524,179.692,766.244,0.113537,0.223653,-1.38892,-278.522,130.597,868.419,-0.0272264,1.374,0.253,-188.916,166.924,770.854
2853,0,-2.23457,-1.3597,0.938393,-245.323,183.882,766.844,0.116218,0.225109,-1.3772,-278.842,134.307,869.16,-0.0331482,1.3754,0.26228,-189.57,171.532,771.485
2854,0,-2.25153,-1.36184,0.962278,-246.724,187.758,767.826,0.115284,0.22792,-1.36502,-279.201,138.072,869.827,-0.0354884,1.36905,0.269701,-190.315,176.464,772.045
2855,0,-2.2109,-1.39156,0.947679,-247.672,192.371,768.131,0.112943,0.232341,-1.35363,-279.529,141.853,870.379,-0.0463945,1.36914,0.286837,-191.441,181.584,772.386
2856,0,-2.18555,-1.40035,0.948489,-249.19,197.141,768.55,0.110735,0.240136,-1.34042,-279.853,145.676,870.851,-0.0534536,1.37354,0.300768,-192.797,187.1,772.65
2857,0,-2.17243,-1.39963,0.988509,-251.191,201.432,769.848,0.107575,0.252886,-1.31813,-280.173,149.74,871.02,-0.0604869,1.37802,0.319897,-194.163,192.833,772.824
2858,0,-2.13,-1.43468,0.971244,-252.357,207.088,769.921,0.100218,0.265381,-1.30452,-280.555,153.569,871.259,-0.0627562,1.38213,0.337238,-195.836,198.73,772.907
2859,0,-2.10911,-1.45493,0.977684,-254.231,212.352,770.323,0.101424,0.278769,-1.29153,-281.076,157.548,871.407,-0.0636149,1.38731,0.355808,-197.614,204.739,772.934
2860,0,-2.10351,-1.4808,0.976518,-256.522,217.854,770.521,0.103429,0.292705,-1.28007,-281.711,161.623,871.431,-0.0618555,1.3933,0.37318,-199.509,210.747,772.864
2861,0,-2.05701,-1.50847,0.982793,-258.348,223.18,770.827,0.102339,0.305811,-1.26509,-282.346,165.724,871.427,-0.0594234,1.39986,0.388252,-201.555,216.767,772.684
2862,0,-2.05784,-1.48577,0.982698,-260.916,228.7,771.139,0.102191,0.318049,-1.2539,-283.18,170.011,871.341,-0.0601433,1.40686,0.403633,-203.784,222.742,772.364
2863,0,-2.07402,-1.49075,1.02154,-264,233.671,770.963,0.100076,0.328687,-1.23996,-284.026,174.374,871.228,-0.0625596,1.41483,0.423826,-206.169,228.779,771.906
2864,0,-2.05246,-1.53499,1.02776,-266.273,238.9,770.751,0.0959071,0.337671,-1.22436,-285.05,178.747,871.042,-0.0714242,1.42278,0.440733,-208.651,234.749,771.319
2865,0,-2.03957,-1.55048,1.04727,-269.005,243.862,770.405,0.106069,0.347347,-1.21124,-285.959,183.499,870.603,-0.0817417,1.42965,0.456714,-211.241,240.682,770.641
2866,0,-2.02769,-1.56763,1.0651,-271.739,248.795,769.91,0.100071,0.352654,-1.19372,-286.989,188.092,870.247,-0.0912184,1.44097,0.471975,-213.714,246.688,769.944
2867,0,-2.0113,-1.58914,1.10305,-274.671,253.562,769.171,0.0919823,0.359668,-1.17315,-288.17,192.816,869.698,-0.104831,1.4447,0.488851,-216.456,252.574,769.035
2868,0,-1.97393,-1.63071,1.10803,-277.383,258.449,768.416,0.0880191,0.364558,-1.15559,-289.328,197.37,869.139,-0.123512,1.44877,0.50772,-219.299,258.431,768.046
2869,0,-1.92704,-1.66986,1.10826,-280.195,262.548,767.728,0.0767235,0.369696,-1.1378,-290.665,201.923,868.472,-0.132954,1.47572,0.519087,-222.271,264.371,766.872
2870,0,-1.92313,-1.66801,1.1185,-283.122,267.26,766.879,0.0688756,0.375325,-1.12339,-291.989,206.363,867.784,-0.145657,1.48069,0.532852,-225.34,269.686,765.61
2871,0,-1.8933,-1.69507,1.12781,-286.141,271.344,765.973,0.0590032,0.379454,-1.11107,-293.302,210.658,867.044,-0.155006,1.49252,0.542492,-228.362,274.682,764.196
2872,0,-1.85221,-1.69465,1.21891,-290.218,274.48,763.893,0.0497711,0.382098,-1.09905,-294.627,214.891,866.28,-0.163587,1.50299,0.551088,-231.462,279.392,762.612
2873,0,-1.83869,-1.70154,1.23569,-293.31,278.328,762.723,0.0383853,0.388622,-1.08458,-296.055,219.096,865.383,-0.174993,1.51277,0.558597,-234.616,283.95,760.918
